,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
29,29,29,29,6319,2B,3B,Stolen Base 3B,642165,Josh VanMeter,643290,Justin Dunn,553993,Eugenio Suárez,R,Omar Narváez,553882,0,0,1,True,2019-09-12,Stolen,3B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
30,30,30,30,6630,1B,2B,Stolen Base 2B,642165,Josh VanMeter,642607,Dario Agrazal,520471,Freddy Galvis,R,Elias Díaz,553869,0,0,1,True,2019-08-25,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
31,31,31,31,6706,1B,2B,Stolen Base 2B,642165,Josh VanMeter,615698,Cal Quantrill,520471,Freddy Galvis,R,Austin Hedges,595978,0,0,1,False,2019-08-20,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
32,32,32,32,6849,2B,,Caught Stealing 3B,642165,Josh VanMeter,543294,Kyle Hendricks,606157,Aristides Aquino,R,Jonathan Lucroy,518960,1,0,1,False,2019-08-10,Caught,3B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
33,33,33,33,6941,1B,2B,Stolen Base 2B,642165,Josh VanMeter,527054,Julio Teheran,669222,Nick Senzel,R,Tyler Flowers,452095,0,3,5,True,2019-08-04,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
34,34,34,34,6970,1B,2B,Stolen Base 2B,642165,Josh VanMeter,592332,Kevin Gausman,669222,Nick Senzel,R,Tyler Flowers,452095,0,3,3,True,2019-08-02,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
35,35,35,35,7003,1B,2B,Stolen Base 2B,642165,Josh VanMeter,434538,Francisco Liriano,669222,Nick Senzel,L,Elias Díaz,553869,4,0,7,False,2019-07-31,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
36,36,36,36,7060,1B,,Caught Stealing 2B,642165,Josh VanMeter,545064,Jairo Díaz,669222,Nick Senzel,R,Tony Wolters,547172,3,1,6,False,2019-07-27,Caught,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
37,37,37,37,7656,1B,,Caught Stealing 2B,642165,Josh VanMeter,606965,Chris Devenski,669222,Nick Senzel,R,Robinson Chirinos,455139,4,3,8,False,2019-06-18,Caught,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
38,38,38,38,8385,1B,2B,Stolen Base 2B,642165,Josh VanMeter,606625,Reyes Moronta,571466,Tucker Barnhart,R,Buster Posey,457763,4,4,7,False,2019-05-05,Stolen,2B,2019,2020,26.5,2020,26.5,2020,26.5,2020,26.5
39,39,39,39,924,1B,2B,Stolen Base 2B,642165,Josh VanMeter,543101,Anthony DeSclafani,605113,Nick Ahmed,R,Buster Posey,457763,0,0,2,False,2021-08-02,Stolen,2B,2021,2022,26.1,2022,26.1,2022,26.1,2022,26.1
40,40,40,40,1000,2B,3B,Stolen Base 3B,642165,Josh VanMeter,543475,Jordan Lyles,572233,Christian Walker,R,Jose Trevino,624431,2,1,7,True,2021-07-28,Stolen,3B,2021,2022,26.1,2022,26.1,2022,26.1,2022,26.1
41,41,41,41,2848,1B,2B,Stolen Base 2B,642165,Josh VanMeter,543101,Anthony DeSclafani,605113,Nick Ahmed,R,Buster Posey,457763,0,0,2,False,2021-08-02,Stolen,2B,2021,2022,26.1,2022,26.1,2022,26.1,2022,26.1
42,42,42,42,2924,2B,3B,Stolen Base 3B,642165,Josh VanMeter,543475,Jordan Lyles,572233,Christian Walker,R,Jose Trevino,624431,2,1,7,True,2021-07-28,Stolen,3B,2021,2022,26.1,2022,26.1,2022,26.1,2022,26.1
